detail_id,transaction_id,item_id,quantity
1068,T0000001129,S001,1
1069,T0000001130,S001,1
1070,T0000001131,S001,1
1071,T0000001132,S001,1
1072,T0000001133,S001,2
1073,T0000001134,S003,1
1074,T0000001135,S002,1
1075,T0000001136,S005,1
1076,T0000001137,S005,1
1077,T0000001138,S002,1
1078,T0000001139,S001,1
1079,T0000001140,S001,1
1080,T0000001141,S001,1
1081,T0000001142,S002,1
1082,T0000001143,S001,3
1083,T0000001144,S001,1
1084,T0000001145,S005,1
1085,T0000001146,S002,2
1086,T0000001147,S001,1
1087,T0000001147,S005,1
1088,T0000001148,S001,1
1089,T0000001149,S002,2
1090,T0000001150,S005,1
1091,T0000001151,S002,1
1092,T0000001152,S002,2
1093,T0000001153,S001,1
1094,T0000001154,S002,1
1095,T0000001155,S002,1
1096,T0000001156,S001,1
1097,T0000001157,S004,1
1098,T0000001158,S002,1
1099,T0000001159,S003,1
1100,T0000001160,S002,1
1101,T0000001161,S005,1
1102,T0000001162,S005,1
1103,T0000001163,S002,1
1104,T0000001164,S005,1
1105,T0000001165,S001,2
1106,T0000001166,S001,2
1107,T0000001167,S005,1
1108,T0000001168,S005,1
1109,T0000001169,S005,1
1110,T0000001170,S005,1
1111,T0000001170,S003,1
1112,T0000001171,S005,1
1113,T0000001172,S001,1
1114,T0000001173,S004,2
1115,T0000001174,S004,1
1116,T0000001175,S001,1
1117,T0000001176,S001,1
1118,T0000001177,S005,1
1119,T0000001178,S002,1
1120,T0000001179,S002,1
1121,T0000001180,S002,1
1122,T0000001180,S001,1
1123,T0000001181,S002,1
1124,T0000001182,S001,1
1125,T0000001183,S003,1
1126,T0000001184,S001,3
1127,T0000001185,S005,1
1128,T0000001186,S005,1
1129,T0000001187,S001,1
1130,T0000001188,S002,1
1131,T0000001189,S004,1
1132,T0000001190,S005,1
1133,T0000001191,S001,3
1134,T0000001192,S002,1
1135,T0000001193,S005,1
1136,T0000001194,S005,1
1137,T0000001195,S003,1
1138,T0000001196,S005,1
1139,T0000001197,S003,1
1140,T0000001198,S005,1
1141,T0000001199,S005,1
1142,T0000001199,S001,1
1143,T0000001200,S001,4
1144,T0000001201,S005,1
1145,T0000001202,S001,2
1146,T0000001203,S004,1
1147,T0000001204,S005,1
1148,T0000001205,S004,1
1149,T0000001206,S002,1
1150,T0000001207,S001,2
1151,T0000001208,S002,1
1152,T0000001209,S001,1
1153,T0000001210,S001,1
1154,T0000001211,S001,1
1155,T0000001212,S003,1
1156,T0000001213,S005,1
1157,T0000001214,S005,1
1158,T0000001214,S005,1
1159,T0000001215,S002,1
1160,T0000001216,S004,1
1161,T0000001217,S001,1
1162,T0000001218,S004,1
1163,T0000001219,S001,2
1164,T0000001220,S002,1
1165,T0000001221,S002,1
1166,T0000001222,S003,1
1167,T0000001223,S001,3
1168,T0000001224,S005,1
1169,T0000001225,S001,1
1170,T0000001226,S005,1
1171,T0000001227,S004,1
1172,T0000001228,S001,2
1173,T0000001229,S001,3
1174,T0000001230,S003,1
1175,T0000001231,S002,1
1176,T0000001231,S005,1
1177,T0000001232,S004,1
1178,T0000001233,S002,1
1179,T0000001234,S002,1
1180,T0000001235,S002,1
1181,T0000001236,S005,1
1182,T0000001237,S002,1
1183,T0000001238,S001,1
1184,T0000001239,S004,1
1185,T0000001240,S003,1
1186,T0000001241,S001,1
1187,T0000001242,S005,1
1188,T0000001243,S004,1
1189,T0000001244,S004,1
1190,T0000001245,S005,1
1191,T0000001246,S002,1
1192,T0000001247,S002,1
1193,T0000001248,S005,1
1194,T0000001249,S001,1
1195,T0000001250,S001,1
1196,T0000001251,S005,1
1197,T0000001252,S001,3
1198,T0000001252,S005,1
1199,T0000001253,S005,2
1200,T0000001254,S005,1
1201,T0000001255,S002,1
1202,T0000001256,S001,1
1203,T0000001257,S005,1
1204,T0000001258,S003,1
1205,T0000001259,S001,1
1206,T0000001260,S001,2
1207,T0000001261,S003,1
1208,T0000001262,S001,1
1209,T0000001263,S001,1
1210,T0000001264,S005,1
1211,T0000001265,S001,3
1212,T0000001265,S002,2
1213,T0000001266,S002,1
1214,T0000001267,S005,2
1215,T0000001268,S001,1
1216,T0000001269,S004,1
1217,T0000001270,S001,2
1218,T0000001271,S005,1
1219,T0000001272,S001,1
1220,T0000001273,S002,2
1221,T0000001274,S002,2
1222,T0000001275,S001,1
1223,T0000001276,S002,1
1224,T0000001277,S002,1
1225,T0000001278,S004,1
1226,T0000001279,S003,1
1227,T0000001280,S003,1
1228,T0000001281,S003,1
1229,T0000001282,S003,1
1230,T0000001283,S003,1
1231,T0000001284,S004,1
1232,T0000001285,S002,1
1233,T0000001286,S002,2
1234,T0000001287,S002,1
1235,T0000001288,S001,2
1236,T0000001289,S003,1
1237,T0000001290,S001,3
1238,T0000001291,S001,2
1239,T0000001292,S003,1
1240,T0000001293,S003,1
1241,T0000001294,S001,3
1242,T0000001295,S004,1
1243,T0000001296,S001,1
1244,T0000001297,S002,2
1245,T0000001298,S001,2
1246,T0000001299,S003,1
1247,T0000001300,S002,1
1248,T0000001301,S005,1
1249,T0000001302,S005,1
1250,T0000001303,S003,1
1251,T0000001304,S001,1
1252,T0000001305,S003,1
1253,T0000001306,S001,2
1254,T0000001307,S001,2
1255,T0000001308,S005,1
1256,T0000001309,S003,1
1257,T0000001310,S003,1
1258,T0000001311,S001,2
1259,T0000001312,S005,1
1260,T0000001313,S005,1
1261,T0000001313,S001,1
1262,T0000001314,S005,1
1263,T0000001315,S001,1
1264,T0000001316,S002,1
1265,T0000001317,S002,1
1266,T0000001318,S001,1
1267,T0000001319,S003,1
1268,T0000001320,S002,1
1269,T0000001321,S001,1
1270,T0000001322,S005,1
1271,T0000001322,S003,1
1272,T0000001323,S003,1
1273,T0000001324,S004,1
1274,T0000001325,S005,1
1275,T0000001326,S001,1
1276,T0000001327,S002,1
1277,T0000001328,S001,2
1278,T0000001329,S004,1
1279,T0000001330,S001,2
1280,T0000001331,S001,1
1281,T0000001332,S002,1
1282,T0000001333,S001,1
1283,T0000001334,S005,1
1284,T0000001335,S004,2
1285,T0000001336,S001,1
1286,T0000001337,S005,1
1287,T0000001338,S004,1
1288,T0000001339,S001,1
1289,T0000001340,S004,1
1290,T0000001341,S003,1
1291,T0000001342,S005,1
1292,T0000001343,S004,1
1293,T0000001344,S004,1
1294,T0000001345,S003,1
1295,T0000001346,S002,1
1296,T0000001347,S005,1
1297,T0000001348,S002,1
1298,T0000001349,S001,1
1299,T0000001350,S001,1
1300,T0000001351,S004,1
1301,T0000001351,S002,1
1302,T0000001352,S004,1
1303,T0000001353,S001,1
1304,T0000001354,S001,2
1305,T0000001355,S004,1
1306,T0000001356,S003,1
1307,T0000001357,S001,1
1308,T0000001358,S002,1
1309,T0000001359,S004,1
1310,T0000001360,S002,1
1311,T0000001361,S002,1
1312,T0000001362,S003,1
1313,T0000001363,S001,3
1314,T0000001364,S002,1
1315,T0000001365,S005,1
1316,T0000001366,S001,1
1317,T0000001367,S003,1
1318,T0000001368,S005,1
1319,T0000001369,S005,1
1320,T0000001370,S001,2
1321,T0000001371,S001,1
1322,T0000001372,S002,1
1323,T0000001373,S002,1
1324,T0000001374,S001,1
1325,T0000001375,S003,1
1326,T0000001376,S001,1
1327,T0000001376,S005,1
1328,T0000001377,S005,1
1329,T0000001378,S005,1
1330,T0000001379,S001,1
1331,T0000001380,S003,1
1332,T0000001381,S005,1
1333,T0000001381,S004,1
1334,T0000001382,S001,3
1335,T0000001383,S003,1
1336,T0000001384,S001,1
1337,T0000001385,S002,2
1338,T0000001386,S001,1
1339,T0000001387,S001,1
1340,T0000001388,S005,1
1341,T0000001389,S004,1
1342,T0000001390,S002,2
1343,T0000001391,S004,2
1344,T0000001392,S002,1
1345,T0000001393,S001,1
1346,T0000001394,S001,2
1347,T0000001395,S005,1
1348,T0000001396,S005,1
1349,T0000001397,S002,1
1350,T0000001398,S005,2
1351,T0000001399,S001,1
1352,T0000001400,S002,1
1353,T0000001401,S003,1
1354,T0000001402,S001,1
1355,T0000001403,S005,1
1356,T0000001404,S005,1
1357,T0000001405,S002,1
1358,T0000001406,S004,1
1359,T0000001407,S001,1
1360,T0000001408,S001,1
1361,T0000001409,S004,1
1362,T0000001410,S001,1
1363,T0000001411,S002,1
1364,T0000001412,S005,1
1365,T0000001413,S001,1
1366,T0000001414,S002,1
1367,T0000001415,S005,1
1368,T0000001416,S001,2
1369,T0000001417,S004,1
1370,T0000001418,S001,1
1371,T0000001419,S003,1
1372,T0000001420,S002,1
1373,T0000001420,S001,2
1374,T0000001421,S001,1
1375,T0000001422,S002,1
1376,T0000001423,S002,1
1377,T0000001424,S005,1
1378,T0000001425,S005,1
1379,T0000001426,S003,1
1380,T0000001427,S002,1
1381,T0000001428,S001,1
1382,T0000001429,S001,1
1383,T0000001430,S003,1
1384,T0000001431,S002,1
1385,T0000001432,S003,1
1386,T0000001433,S001,1
1387,T0000001434,S001,1
1388,T0000001435,S002,1
1389,T0000001436,S001,3
1390,T0000001437,S002,1
1391,T0000001438,S005,1
1392,T0000001439,S002,1
1393,T0000001440,S005,1
1394,T0000001440,S005,1
1395,T0000001441,S005,1
1396,T0000001442,S002,3
1397,T0000001443,S003,1
1398,T0000001444,S005,1
1399,T0000001445,S001,1
1400,T0000001446,S002,2
1401,T0000001447,S002,1
1402,T0000001447,S003,1
1403,T0000001448,S001,1
1404,T0000001449,S001,3
1405,T0000001450,S004,1
1406,T0000001450,S005,1
1407,T0000001451,S001,4
1408,T0000001452,S002,1
1409,T0000001453,S003,1
1410,T0000001454,S005,1
1411,T0000001454,S001,1
1412,T0000001455,S001,1
1413,T0000001456,S005,1
1414,T0000001457,S005,1
1415,T0000001458,S005,1
1416,T0000001459,S004,1
1417,T0000001460,S001,2
1418,T0000001461,S002,1
1419,T0000001462,S001,1
1420,T0000001463,S002,1
1421,T0000001464,S005,1
1422,T0000001465,S005,1
1423,T0000001466,S002,1
1424,T0000001467,S002,1
1425,T0000001468,S002,1
1426,T0000001469,S001,2
1427,T0000001470,S001,2
1428,T0000001471,S001,1
1429,T0000001472,S005,1
1430,T0000001473,S001,3
1431,T0000001473,S004,1
1432,T0000001474,S004,1
1433,T0000001474,S001,1
1434,T0000001475,S001,1
1435,T0000001475,S005,1
1436,T0000001476,S001,1
1437,T0000001477,S001,1
1438,T0000001477,S001,1
1439,T0000001478,S001,1
1440,T0000001479,S002,1
1441,T0000001480,S004,2
1442,T0000001481,S001,2
1443,T0000001482,S005,1
1444,T0000001483,S004,1
1445,T0000001484,S005,1
1446,T0000001485,S003,2
1447,T0000001486,S003,1
1448,T0000001487,S001,1
1449,T0000001488,S001,2
1450,T0000001489,S005,1
1451,T0000001490,S003,1
1452,T0000001491,S005,1
1453,T0000001492,S005,1
1454,T0000001493,S001,1
1455,T0000001494,S001,1
1456,T0000001495,S001,1
1457,T0000001496,S004,1
1458,T0000001497,S004,1
1459,T0000001498,S005,1
1460,T0000001499,S005,1
1461,T0000001500,S005,1
1462,T0000001501,S002,1
1463,T0000001502,S001,2
1464,T0000001503,S005,1
1465,T0000001504,S005,1
1466,T0000001505,S005,1
1467,T0000001506,S005,1
1468,T0000001507,S002,1
1469,T0000001508,S002,1
1470,T0000001509,S002,1
1471,T0000001510,S005,1
1472,T0000001511,S003,2
1473,T0000001512,S001,1
1474,T0000001513,S004,1
1475,T0000001514,S001,2
1476,T0000001515,S001,1
1477,T0000001516,S005,1
1478,T0000001517,S003,1
1479,T0000001518,S005,1
1480,T0000001519,S003,1
1481,T0000001520,S005,1
1482,T0000001521,S003,2
1483,T0000001522,S005,1
1484,T0000001523,S002,1
1485,T0000001524,S003,1
1486,T0000001525,S004,1
1487,T0000001526,S001,1
1488,T0000001526,S001,1
1489,T0000001527,S001,1
1490,T0000001528,S002,1
1491,T0000001529,S002,1
1492,T0000001530,S005,1
1493,T0000001531,S003,2
1494,T0000001532,S004,1
1495,T0000001533,S003,1
1496,T0000001534,S001,1
1497,T0000001535,S005,1
1498,T0000001536,S003,1
1499,T0000001537,S002,1
1500,T0000001538,S002,1
1501,T0000001539,S001,1
1502,T0000001540,S003,1
1503,T0000001541,S001,3
1504,T0000001542,S003,1
1505,T0000001543,S001,3
1506,T0000001544,S002,2
1507,T0000001545,S001,2
1508,T0000001546,S005,1
1509,T0000001547,S003,1
1510,T0000001548,S004,1
1511,T0000001549,S001,1
1512,T0000001550,S002,3
1513,T0000001551,S001,1
1514,T0000001551,S001,1
1515,T0000001552,S002,1
1516,T0000001553,S005,1
1517,T0000001554,S004,1
1518,T0000001555,S002,1
1519,T0000001556,S002,1
1520,T0000001557,S001,1
1521,T0000001558,S002,1
1522,T0000001559,S001,1
1523,T0000001560,S005,1
1524,T0000001560,S005,1
1525,T0000001561,S004,1
1526,T0000001562,S002,1
1527,T0000001563,S003,1
1528,T0000001564,S001,1
1529,T0000001565,S003,1
1530,T0000001566,S004,1
1531,T0000001567,S002,2
1532,T0000001568,S001,2
1533,T0000001569,S005,1
1534,T0000001570,S001,1
1535,T0000001571,S002,1
1536,T0000001572,S002,1
1537,T0000001573,S001,1
1538,T0000001574,S002,1
1539,T0000001575,S001,2
1540,T0000001576,S001,3
1541,T0000001577,S001,2
1542,T0000001578,S003,2
1543,T0000001579,S005,1
1544,T0000001580,S005,1
1545,T0000001581,S001,3
1546,T0000001582,S001,2
1547,T0000001583,S005,1
1548,T0000001584,S003,1
1549,T0000001585,S002,1
1550,T0000001586,S002,1
1551,T0000001586,S001,1
1552,T0000001587,S005,2
1553,T0000001588,S001,1
1554,T0000001589,S003,1
1555,T0000001590,S003,1
1556,T0000001591,S001,1
1557,T0000001592,S003,1
1558,T0000001593,S002,1
1559,T0000001594,S005,1
1560,T0000001595,S005,1
1561,T0000001596,S002,3
1562,T0000001597,S002,2
1563,T0000001598,S001,1
1564,T0000001599,S005,1
1565,T0000001600,S003,1
1566,T0000001601,S005,1
1567,T0000001602,S005,1
1568,T0000001603,S001,1
1569,T0000001603,S002,1
1570,T0000001604,S001,3
1571,T0000001605,S001,2
1572,T0000001606,S002,1
1573,T0000001607,S004,1
1574,T0000001608,S002,3
1575,T0000001609,S005,1
1576,T0000001610,S004,1
1577,T0000001611,S001,2
1578,T0000001612,S001,1
1579,T0000001613,S001,3
1580,T0000001614,S004,1
1581,T0000001615,S001,1
1582,T0000001616,S002,1
1583,T0000001617,S005,1
1584,T0000001618,S001,1
1585,T0000001618,S005,1
1586,T0000001619,S002,1
1587,T0000001620,S002,1
1588,T0000001621,S002,1
1589,T0000001622,S005,1
1590,T0000001622,S004,1
1591,T0000001623,S005,1
1592,T0000001624,S004,1
1593,T0000001625,S001,2
1594,T0000001626,S004,1
1595,T0000001627,S003,1
1596,T0000001628,S001,4
1597,T0000001629,S002,1
1598,T0000001630,S005,1
1599,T0000001631,S001,3
1600,T0000001632,S001,3
1601,T0000001633,S004,1
1602,T0000001634,S002,1
1603,T0000001635,S002,1
1604,T0000001636,S005,1
1605,T0000001637,S005,1
1606,T0000001638,S002,1
1607,T0000001639,S002,1
1608,T0000001640,S005,1
1609,T0000001641,S005,1
1610,T0000001642,S005,1
1611,T0000001643,S005,1
1612,T0000001644,S001,2
1613,T0000001645,S001,1
1614,T0000001646,S005,1
1615,T0000001647,S001,1
1616,T0000001648,S001,2
1617,T0000001649,S005,1
1618,T0000001650,S002,2
1619,T0000001651,S002,1
1620,T0000001652,S004,1
1621,T0000001653,S001,1
1622,T0000001654,S002,1
1623,T0000001655,S001,1
1624,T0000001656,S005,1
1625,T0000001657,S005,1
1626,T0000001658,S002,2
1627,T0000001659,S004,1
1628,T0000001660,S003,1
1629,T0000001661,S001,1
1630,T0000001661,S005,1
1631,T0000001662,S004,1
1632,T0000001663,S001,1
1633,T0000001664,S001,3
1634,T0000001665,S002,1
1635,T0000001666,S005,2
1636,T0000001667,S005,1
1637,T0000001667,S002,1
1638,T0000001668,S001,1
1639,T0000001669,S005,1
1640,T0000001670,S005,1
1641,T0000001671,S001,3
1642,T0000001672,S004,1
1643,T0000001673,S001,1
1644,T0000001674,S002,1
1645,T0000001675,S002,1
1646,T0000001676,S003,2
1647,T0000001677,S002,1
1648,T0000001678,S005,1
1649,T0000001679,S005,1
1650,T0000001680,S004,1
1651,T0000001681,S002,1
1652,T0000001682,S002,1
1653,T0000001683,S001,1
1654,T0000001684,S005,1
1655,T0000001685,S005,1
1656,T0000001686,S001,1
1657,T0000001687,S004,1
1658,T0000001688,S001,1
1659,T0000001689,S001,1
1660,T0000001690,S003,1
1661,T0000001691,S002,1
1662,T0000001692,S001,1
1663,T0000001693,S001,4
1664,T0000001694,S002,1
1665,T0000001695,S002,3
1666,T0000001696,S003,1
1667,T0000001697,S004,1
1668,T0000001698,S001,1
1669,T0000001699,S005,1
1670,T0000001700,S002,2
1671,T0000001701,S001,1
1672,T0000001702,S001,1
1673,T0000001703,S001,1
1674,T0000001703,S001,1
1675,T0000001704,S003,1
1676,T0000001705,S004,1
1677,T0000001706,S003,1
1678,T0000001707,S001,1
1679,T0000001708,S001,1
1680,T0000001709,S001,1
1681,T0000001710,S005,1
1682,T0000001710,S003,1
1683,T0000001711,S005,1
1684,T0000001712,S001,1
1685,T0000001713,S002,3
1686,T0000001714,S003,1
1687,T0000001715,S002,1
1688,T0000001716,S005,1
1689,T0000001717,S001,1
1690,T0000001718,S001,1
1691,T0000001719,S003,2
1692,T0000001720,S003,1
1693,T0000001721,S001,2
1694,T0000001722,S001,1
1695,T0000001723,S004,1
1696,T0000001724,S001,1
1697,T0000001725,S001,2
1698,T0000001726,S003,1
1699,T0000001727,S005,1
1700,T0000001728,S002,1
1701,T0000001729,S001,2
1702,T0000001730,S002,2
1703,T0000001731,S003,1
1704,T0000001732,S005,1
1705,T0000001732,S001,1
1706,T0000001733,S001,2
1707,T0000001734,S003,1
1708,T0000001735,S002,1
1709,T0000001736,S004,1
1710,T0000001737,S003,1
1711,T0000001738,S001,1
1712,T0000001739,S005,1
1713,T0000001740,S001,2
1714,T0000001741,S004,1
1715,T0000001742,S002,1
1716,T0000001743,S001,1
1717,T0000001744,S005,1
1718,T0000001745,S005,1
1719,T0000001746,S005,1
1720,T0000001747,S002,1
1721,T0000001748,S005,1
1722,T0000001749,S003,1
1723,T0000001750,S005,1
1724,T0000001751,S004,1
1725,T0000001752,S001,1
1726,T0000001753,S003,1
1727,T0000001754,S005,1
1728,T0000001755,S004,1
1729,T0000001756,S005,1
1730,T0000001757,S001,1
1731,T0000001758,S001,1
1732,T0000001759,S001,1
1733,T0000001760,S004,1
1734,T0000001761,S004,1
1735,T0000001762,S005,1
1736,T0000001763,S005,1
1737,T0000001764,S001,1
1738,T0000001765,S005,1
1739,T0000001766,S001,1
1740,T0000001767,S001,1
1741,T0000001768,S002,1
1742,T0000001769,S002,1
1743,T0000001770,S005,1
1744,T0000001771,S005,1
1745,T0000001772,S003,2
1746,T0000001773,S005,1
1747,T0000001774,S001,1
1748,T0000001775,S005,1
1749,T0000001776,S002,1
1750,T0000001777,S005,1
1751,T0000001778,S004,1
1752,T0000001779,S001,1
1753,T0000001780,S005,1
1754,T0000001781,S002,1
1755,T0000001782,S002,1
1756,T0000001783,S001,1
1757,T0000001784,S001,1
1758,T0000001785,S005,1
1759,T0000001786,S005,1
1760,T0000001787,S005,1
1761,T0000001787,S002,1
1762,T0000001788,S001,1
1763,T0000001789,S004,1
1764,T0000001790,S005,1
1765,T0000001791,S003,1
1766,T0000001792,S002,1
1767,T0000001793,S002,1
1768,T0000001794,S004,1
1769,T0000001795,S005,1
1770,T0000001796,S002,2
1771,T0000001797,S001,1
1772,T0000001798,S005,1
1773,T0000001799,S002,1
1774,T0000001800,S002,2
1775,T0000001801,S002,1
1776,T0000001802,S005,1
1777,T0000001803,S001,1
1778,T0000001804,S001,1
1779,T0000001805,S002,1
1780,T0000001806,S001,1
1781,T0000001807,S005,1
1782,T0000001808,S001,1
1783,T0000001809,S002,1
1784,T0000001810,S004,1
1785,T0000001811,S002,2
1786,T0000001812,S005,1
1787,T0000001812,S005,1
1788,T0000001813,S002,1
1789,T0000001814,S002,2
1790,T0000001815,S004,1
1791,T0000001816,S001,1
1792,T0000001817,S005,1
1793,T0000001818,S005,1
1794,T0000001819,S003,2
1795,T0000001820,S005,1
1796,T0000001821,S005,1
1797,T0000001822,S001,2
1798,T0000001823,S005,1
1799,T0000001824,S004,1
1800,T0000001825,S001,2
1801,T0000001826,S001,2
1802,T0000001827,S001,1
1803,T0000001828,S003,1
1804,T0000001829,S003,1
1805,T0000001830,S002,2
1806,T0000001831,S001,1
1807,T0000001832,S001,1
1808,T0000001833,S002,1
1809,T0000001834,S005,1
1810,T0000001835,S001,1
1811,T0000001835,S001,1
1812,T0000001836,S005,1
1813,T0000001837,S003,1
1814,T0000001838,S004,1
1815,T0000001839,S001,2
1816,T0000001840,S002,2
1817,T0000001841,S004,1
1818,T0000001842,S001,1
1819,T0000001843,S001,1
1820,T0000001843,S005,1
1821,T0000001844,S001,2
1822,T0000001845,S005,1
1823,T0000001846,S001,1
1824,T0000001847,S003,1
1825,T0000001848,S001,1
1826,T0000001849,S001,1
1827,T0000001850,S001,1
1828,T0000001851,S003,1
1829,T0000001852,S002,1
1830,T0000001853,S002,1
1831,T0000001854,S005,1
1832,T0000001855,S002,2
1833,T0000001856,S001,1
1834,T0000001857,S005,1
1835,T0000001858,S005,1
1836,T0000001859,S002,1
1837,T0000001860,S003,1
1838,T0000001861,S005,1
1839,T0000001861,S001,2
1840,T0000001862,S004,1
1841,T0000001863,S002,2
1842,T0000001864,S005,2
1843,T0000001865,S001,1
1844,T0000001866,S003,1
1845,T0000001866,S005,1
1846,T0000001867,S001,2
1847,T0000001868,S004,1
1848,T0000001869,S003,1
1849,T0000001870,S002,1
1850,T0000001871,S005,1
1851,T0000001872,S004,1
1852,T0000001873,S001,1
1853,T0000001874,S001,1
1854,T0000001875,S001,1
1855,T0000001876,S003,1
1856,T0000001877,S001,2
1857,T0000001878,S003,1
1858,T0000001879,S005,1
1859,T0000001879,S001,1
1860,T0000001880,S002,1
1861,T0000001881,S005,1
1862,T0000001882,S003,1
1863,T0000001883,S001,2
1864,T0000001884,S003,1
1865,T0000001885,S001,3
1866,T0000001886,S005,1
1867,T0000001886,S002,2
1868,T0000001887,S005,1
1869,T0000001888,S002,1
1870,T0000001889,S001,1
1871,T0000001889,S005,1
1872,T0000001890,S001,1
1873,T0000001891,S002,2
1874,T0000001891,S004,1
1875,T0000001892,S002,1
1876,T0000001893,S001,3
1877,T0000001894,S001,2
1878,T0000001895,S005,1
1879,T0000001896,S004,1
1880,T0000001897,S001,3
1881,T0000001898,S005,1
1882,T0000001899,S005,1
1883,T0000001899,S005,1
1884,T0000001900,S005,1
1885,T0000001901,S001,1
1886,T0000001902,S004,1
1887,T0000001903,S001,1
1888,T0000001904,S001,1
1889,T0000001905,S004,1
1890,T0000001906,S001,1
1891,T0000001907,S002,1
1892,T0000001908,S005,1
1893,T0000001909,S003,2
1894,T0000001910,S002,1
1895,T0000001911,S005,1
1896,T0000001912,S005,1
1897,T0000001913,S005,1
1898,T0000001914,S002,1
1899,T0000001915,S003,1
1900,T0000001916,S005,1
1901,T0000001917,S003,1
1902,T0000001918,S005,1
1903,T0000001919,S002,1
1904,T0000001920,S003,1
1905,T0000001921,S003,1
1906,T0000001922,S004,1
1907,T0000001922,S002,1
1908,T0000001923,S005,1
1909,T0000001924,S001,1
1910,T0000001925,S004,1
1911,T0000001926,S004,1
1912,T0000001927,S004,1
1913,T0000001928,S003,1
1914,T0000001929,S002,1
1915,T0000001930,S001,1
1916,T0000001931,S004,1
1917,T0000001931,S005,1
1918,T0000001932,S001,1
1919,T0000001933,S003,1
1920,T0000001934,S005,1
1921,T0000001935,S005,1
1922,T0000001936,S001,1
1923,T0000001937,S005,1
1924,T0000001938,S005,1
1925,T0000001939,S005,1
1926,T0000001940,S001,1
1927,T0000001941,S001,1
1928,T0000001941,S001,1
1929,T0000001942,S002,1
1930,T0000001943,S005,1
1931,T0000001943,S005,1
1932,T0000001944,S001,1
1933,T0000001945,S005,1
1934,T0000001946,S005,1
1935,T0000001947,S001,1
1936,T0000001948,S005,1
1937,T0000001949,S003,1
1938,T0000001950,S001,1
1939,T0000001951,S003,1
1940,T0000001952,S001,1
1941,T0000001953,S004,1
1942,T0000001954,S004,1
1943,T0000001955,S001,1
1944,T0000001956,S001,1
1945,T0000001957,S005,1
1946,T0000001958,S001,1
1947,T0000001959,S001,1
1948,T0000001960,S004,1
1949,T0000001961,S005,1
1950,T0000001962,S005,1
1951,T0000001963,S001,1
1952,T0000001964,S005,1
1953,T0000001965,S005,1
1954,T0000001966,S005,1
1955,T0000001967,S002,1
1956,T0000001968,S002,2
1957,T0000001969,S002,2
1958,T0000001970,S002,1
1959,T0000001971,S002,1
1960,T0000001972,S005,1
1961,T0000001973,S005,1
1962,T0000001974,S001,1
1963,T0000001975,S004,1
1964,T0000001976,S002,1
1965,T0000001977,S002,1
1966,T0000001978,S002,1
1967,T0000001979,S004,1
1968,T0000001980,S001,1
1969,T0000001981,S005,1
1970,T0000001982,S002,1
1971,T0000001982,S005,1
1972,T0000001983,S003,1
1973,T0000001984,S003,1
1974,T0000001985,S005,2
1975,T0000001986,S003,1
1976,T0000001987,S003,1
1977,T0000001988,S002,2
1978,T0000001989,S001,2
1979,T0000001990,S001,2
1980,T0000001991,S004,1
1981,T0000001992,S004,1
1982,T0000001993,S002,1
1983,T0000001994,S005,1
1984,T0000001995,S005,1
1985,T0000001996,S004,1
1986,T0000001997,S003,1
1987,T0000001998,S002,1
1988,T0000001999,S002,1
1989,T0000002000,S003,1
1990,T0000002001,S003,1
1991,T0000002002,S001,2
1992,T0000002003,S001,1
1993,T0000002004,S003,1
1994,T0000002005,S001,1
1995,T0000002006,S002,3
1996,T0000002007,S005,1
1997,T0000002008,S004,1
1998,T0000002009,S002,1
1999,T0000002010,S001,1
2000,T0000002011,S004,1
2001,T0000002012,S005,1
2002,T0000002013,S004,1
2003,T0000002014,S002,3
2004,T0000002015,S003,1
2005,T0000002016,S001,1
2006,T0000002017,S004,1
2007,T0000002018,S002,1
2008,T0000002019,S005,1
2009,T0000002020,S001,1
2010,T0000002021,S003,1
2011,T0000002022,S005,1
2012,T0000002023,S005,1
2013,T0000002024,S002,1
2014,T0000002024,S001,1
2015,T0000002025,S005,1
2016,T0000002026,S005,1
2017,T0000002027,S005,1
2018,T0000002028,S001,2
2019,T0000002029,S001,1
2020,T0000002030,S001,1
2021,T0000002031,S005,1
2022,T0000002032,S001,1
2023,T0000002033,S004,1
2024,T0000002034,S003,1
2025,T0000002035,S002,3
2026,T0000002036,S001,1
2027,T0000002037,S001,1
2028,T0000002038,S003,1
2029,T0000002039,S005,1
2030,T0000002040,S005,1
2031,T0000002041,S002,3
2032,T0000002042,S002,1
2033,T0000002043,S004,1
2034,T0000002044,S001,1
2035,T0000002045,S004,1
2036,T0000002046,S001,3
2037,T0000002047,S002,1
2038,T0000002048,S001,1
2039,T0000002049,S001,1
2040,T0000002050,S002,1
2041,T0000002051,S004,2
2042,T0000002052,S005,1
2043,T0000002053,S003,1
2044,T0000002054,S001,1
2045,T0000002055,S001,2
2046,T0000002056,S002,1
2047,T0000002057,S001,1
2048,T0000002058,S001,1
2049,T0000002059,S001,2
2050,T0000002060,S005,1
2051,T0000002061,S004,1
2052,T0000002062,S001,1
2053,T0000002063,S004,1
2054,T0000002064,S004,1
2055,T0000002065,S001,1
2056,T0000002066,S003,1
2057,T0000002067,S001,3
2058,T0000002068,S001,1
2059,T0000002069,S001,1
2060,T0000002070,S001,2
2061,T0000002071,S002,1
2062,T0000002072,S005,1
2063,T0000002073,S001,2
2064,T0000002074,S001,3
2065,T0000002075,S005,1
