customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted
PL650353,XXXX,C01,M,2016-11-01 00:00:00,,CA1,0
PL570199,XX,C01,M,2016-11-01 00:00:00,,CA1,0
TS957381,XX,C02,F,2016-11-01 00:00:00,,CA1,0
IK672859,XXXXX,C01,M,2016-11-01 00:00:00,2018-05-31 00:00:00,CA1,1
IK743897,XXXX,C02,F,2016-11-01 00:00:00,,CA1,0
TS361500,XXXX,C01,F,2016-11-01 00:00:00,,CA1,0
HD703830,XXXXX,C02,F,2016-11-01 00:00:00,,CA1,0
OA832624,XXXXX,C03,M,2016-11-01 00:00:00,,CA1,0
TS003673,XXXX,C01,F,2016-11-01 00:00:00,,CA1,0
PL901751,XXXX,C01,M,2016-11-01 00:00:00,,CA1,0
OA124956,XXXXX,C01,F,2016-11-01 00:00:00,,CA1,0
PL294980,XXXXX,C02,F,2016-11-01 00:00:00,,CA1,0
IK460685,XXXXX,C02,F,2016-11-01 00:00:00,,CA1,0
AS518169,XXXXX,C02,F,2016-11-01 00:00:00,,CA1,0
HD109539,XXXX,C03,M,2016-11-01 00:00:00,,CA1,0
IK905330,XXX,C01,F,2016-11-01 00:00:00,,CA1,0
IK242206,XXX,C01,M,2016-11-01 00:00:00,,CA1,0
OA402979,XXX,C03,F,2016-11-01 00:00:00,,CA1,0
AS868530,XXXXX,C01,M,2016-11-01 00:00:00,,CA1,0
TS392587,XXXX,C02,F,2016-11-01 00:00:00,,CA1,0
OA032400,XX,C03,M,2016-11-01 00:00:00,,CA1,0
TS002058,XXXXXX,C01,F,2016-11-01 00:00:00,,CA1,0
AS462973,XXXXX,C01,F,2016-11-01 00:00:00,,CA1,0
HD044222,XXXX,C03,M,2016-11-01 00:00:00,,CA1,0
TS105753,XX,C02,F,2016-11-01 00:00:00,,CA1,0
HD624279,XXXXX,C03,M,2016-11-01 00:00:00,,CA1,0
HI777712,XXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
GD516585,XXXXXX,C02,F,2016-12-01 00:00:00,,CA1,0
GD459648,XXXXX,C02,M,2016-12-01 00:00:00,,CA1,0
OA379819,XX,C01,F,2016-12-01 00:00:00,,CA1,0
AS383234,XXXXXX,C02,M,2016-12-01 00:00:00,2018-05-31 00:00:00,CA1,1
PL217190,XXXXX,C02,F,2016-12-01 00:00:00,,CA1,0
AS582607,XXXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
OA283367,XXX,C01,F,2016-12-01 00:00:00,,CA1,0
HI505696,XXXX,C02,F,2016-12-01 00:00:00,,CA1,0
HI779743,XXXXXX,C02,M,2016-12-01 00:00:00,2018-08-31 00:00:00,CA1,1
OA187758,XXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
IK158306,XXXXX,C01,F,2016-12-01 00:00:00,,CA1,0
HD984838,XXXX,C02,F,2016-12-01 00:00:00,,CA1,0
HI161247,XXXXX,C01,F,2016-12-01 00:00:00,,CA1,0
IK323455,XXX,C03,M,2016-12-01 00:00:00,,CA1,0
TS348223,XXX,C03,F,2016-12-01 00:00:00,2018-05-31 00:00:00,CA1,1
AS795406,XXXXX,C03,F,2016-12-01 00:00:00,,CA1,0
IK452806,XXX,C02,F,2016-12-01 00:00:00,,CA1,0
AS108507,XX,C03,M,2016-12-01 00:00:00,,CA1,0
GD721751,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
AS942939,XXXXX,C02,F,2016-12-01 00:00:00,,CA1,0
HD186795,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
HD244526,XXXXXX,C02,F,2016-12-01 00:00:00,,CA1,0
HD069512,XXXXX,C03,M,2016-12-01 00:00:00,,CA1,0
GD306378,XXXXX,C03,M,2016-12-01 00:00:00,,CA1,0
TS322238,XX,C01,M,2016-12-01 00:00:00,,CA1,0
IK077913,XXXX,C03,F,2016-12-01 00:00:00,,CA1,0
AS870817,XXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
AS467683,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
IK518694,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
HI106422,XXX,C01,M,2016-12-01 00:00:00,,CA1,0
HI886359,XXX,C02,F,2016-12-01 00:00:00,,CA1,0
PL759158,XX,C02,F,2016-12-01 00:00:00,,CA1,0
TS408289,XX,C01,F,2016-12-01 00:00:00,,CA1,0
OA607825,XXXXX,C03,M,2016-12-01 00:00:00,,CA1,0
TS290936,XXXX,C01,F,2016-12-01 00:00:00,,CA1,0
GD933293,XXX,C01,F,2016-12-01 00:00:00,,CA1,0
GD106268,XXXXX,C01,F,2016-12-01 00:00:00,,CA1,0
IK023975,XXXX,C01,F,2016-12-01 00:00:00,,CA1,0
HI151205,XXXXXX,C01,F,2016-12-01 00:00:00,,CA1,0
IK027801,XXXXX,C03,F,2016-12-01 00:00:00,,CA1,0
PL863680,XXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
AS931712,XXXX,C03,M,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
PL049709,XXXXX,C02,F,2016-12-01 00:00:00,,CA1,0
HI275161,XXXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
AS031206,XXXXX,C03,M,2016-12-01 00:00:00,,CA1,0
GD484864,XXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
OA702752,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
GD411680,XXXXX,C03,M,2016-12-01 00:00:00,,CA1,0
PL783702,XXXXX,C03,F,2016-12-01 00:00:00,,CA1,0
AS311628,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
OA176831,XXXX,C01,M,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
HI735866,XXXX,C03,M,2016-12-01 00:00:00,,CA1,0
IK850378,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
HD666225,XXXXX,C02,F,2016-12-01 00:00:00,,CA1,0
AS282618,XXXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
AS812685,XXX,C03,M,2016-12-01 00:00:00,,CA1,0
OA061841,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
TS925357,XXXXX,C03,M,2016-12-01 00:00:00,2018-04-30 00:00:00,CA1,1
GD705390,XXXXX,C01,M,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
HD155154,XXXXX,C01,M,2016-12-01 00:00:00,,CA1,0
HD867363,XXXXXX,C03,F,2016-12-01 00:00:00,,CA1,0
GD868389,XXXX,C03,M,2016-12-01 00:00:00,,CA1,0
GD230002,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
IK276561,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
AS394423,XX,C02,M,2016-12-01 00:00:00,,CA1,0
IK686461,XXXX,C01,M,2016-12-01 00:00:00,,CA1,0
IK052835,XXXX,C02,F,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
TS695571,XXXXX,C01,F,2016-12-01 00:00:00,,CA1,0
OA383490,XXXXX,C02,F,2016-12-01 00:00:00,,CA1,0
PL784859,XXXXXX,C03,M,2016-12-01 00:00:00,,CA1,0
TS396028,XXXXX,C02,M,2016-12-01 00:00:00,,CA1,0
HI529562,XXXXX,C03,M,2016-12-01 00:00:00,2018-11-30 00:00:00,CA1,1
PL666665,XXX,C01,M,2016-12-01 00:00:00,,CA1,0
GD413362,XXXXX,C03,M,2016-12-01 00:00:00,,CA1,0
GD298325,XXX,C03,M,2016-12-01 00:00:00,,CA1,0
TS975153,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
HI056567,XXXXX,C03,M,2017-01-01 00:00:00,,CA1,0
TS749639,XXXXX,C01,M,2017-01-01 00:00:00,,CA1,0
PL259109,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
HD165212,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0
HD139654,XXXX,C01,M,2017-01-01 00:00:00,,CA1,0
HI795669,XXX,C01,F,2017-01-01 00:00:00,,CA1,0
HI113055,XXXX,C01,F,2017-01-01 00:00:00,,CA1,0
GD719151,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
OA471356,XXXX,C02,F,2017-01-01 00:00:00,,CA1,0
GD325128,XXXXX,C01,M,2017-01-01 00:00:00,2018-04-30 00:00:00,CA1,1
GD316957,XXXX,C02,M,2017-01-01 00:00:00,,CA1,0
IK998240,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
PL331522,XXX,C01,M,2017-01-01 00:00:00,,CA1,0
HD188491,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0
IK967528,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0
HI297129,XXX,C03,M,2017-01-01 00:00:00,,CA1,0
HI375298,XXXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
PL381656,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0
TS808526,XXXXX,C03,F,2017-01-01 00:00:00,,CA1,0
HI957106,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0
GD582469,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
OA459530,XXXX,C01,M,2017-01-01 00:00:00,,CA1,0
OA233706,XXX,C02,F,2017-01-01 00:00:00,,CA1,0
HI614861,XX,C01,M,2017-01-01 00:00:00,,CA1,0
OA215868,XXXXX,C01,F,2017-01-01 00:00:00,2018-05-31 00:00:00,CA1,1
IK174853,XXXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
PL071673,XXXXX,C03,F,2017-01-01 00:00:00,,CA1,0
AS335390,XX,C01,F,2017-01-01 00:00:00,,CA1,0
HD557689,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
HI151922,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
OA354722,XXXX,C01,M,2017-01-01 00:00:00,,CA1,0
TS394144,XXXXXX,C01,M,2017-01-01 00:00:00,,CA1,0
HI235051,XXXX,C03,F,2017-01-01 00:00:00,2018-06-30 00:00:00,CA1,1
HD749546,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
TS937124,XXX,C03,M,2017-01-01 00:00:00,,CA1,0
IK990829,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
HD084175,XXXXX,C03,M,2017-01-01 00:00:00,,CA1,0
OA896685,XXXXX,C03,M,2017-01-01 00:00:00,,CA1,0
HD771279,XXXX,C01,M,2017-01-01 00:00:00,,CA1,0
HD719737,XXXXX,C01,M,2017-01-01 00:00:00,,CA1,0
HI488259,XXXX,C02,F,2017-01-01 00:00:00,,CA1,0
HI527630,XXX,C03,M,2017-01-01 00:00:00,,CA1,0
PL242307,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
HD760983,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
GD238607,XXXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
TS236568,XXXX,C02,F,2017-01-01 00:00:00,,CA1,0
AS196653,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
AS499352,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
TS138606,XXXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
PL564760,XXXXX,C03,M,2017-01-01 00:00:00,,CA1,0
OA668076,XXXXX,C03,F,2017-01-01 00:00:00,,CA1,0
PL975652,XX,C01,M,2017-01-01 00:00:00,,CA1,0
OA398636,XXXXX,C03,M,2017-01-01 00:00:00,,CA1,0
IK703077,XXX,C01,M,2017-01-01 00:00:00,2018-12-31 00:00:00,CA1,1
PL400427,XXX,C01,F,2017-01-01 00:00:00,,CA1,0
IK907713,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0
TS821125,XXXX,C01,F,2017-01-01 00:00:00,,CA1,0
OA818294,XXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
GD699826,XXXXX,C01,M,2017-01-01 00:00:00,,CA1,0
HD113386,XXXX,C01,M,2017-01-01 00:00:00,,CA1,0
OA192308,XXXX,C03,M,2017-01-01 00:00:00,,CA1,0
HI109765,XXXXX,C01,M,2017-01-01 00:00:00,,CA1,0
OA698422,XXXX,C01,F,2017-01-01 00:00:00,,CA1,0
GD998772,XXX,C01,F,2017-01-01 00:00:00,,CA1,0
HD263348,XXXXX,C03,F,2017-01-01 00:00:00,,CA1,0
OA072075,XX,C03,F,2017-01-01 00:00:00,,CA1,0
IK747199,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
PL538517,XXXXX,C03,M,2017-01-01 00:00:00,,CA1,0
OA241119,XXXX,C02,F,2017-01-01 00:00:00,,CA1,0
HI615379,XXXXX,C01,M,2017-01-01 00:00:00,,CA1,0
IK250912,XXXXXX,C02,F,2017-01-01 00:00:00,,CA1,0
HI338198,XXXX,C01,F,2017-01-01 00:00:00,,CA1,0
HI246920,XXXXX,C01,F,2017-01-01 00:00:00,,CA1,0
AS818410,XXXX,C01,M,2017-01-01 00:00:00,,CA1,0
GD172600,XX,C02,M,2017-02-01 00:00:00,,CA1,0
OA134132,XXX,C01,F,2017-02-01 00:00:00,2018-09-30 00:00:00,CA1,1
GD375438,XXXXX,C02,F,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
PL215097,XXXXXX,C01,M,2017-02-01 00:00:00,,CA1,0
OA377888,XXX,C01,F,2017-02-01 00:00:00,,CA1,0
PL210567,XX,C01,M,2017-02-01 00:00:00,,CA1,0
GD126264,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
GD174095,XXXXX,C01,M,2017-02-01 00:00:00,,CA1,0
OA917517,XXXX,C02,F,2017-02-01 00:00:00,,CA1,0
HD424190,XX,C03,M,2017-02-01 00:00:00,,CA1,0
PL628468,XXXX,C03,M,2017-02-01 00:00:00,,CA1,0
IK743815,XXXXX,C01,F,2017-02-01 00:00:00,,CA1,0
AS113826,XXXX,C01,F,2017-02-01 00:00:00,,CA1,0
PL500772,XXXXX,C02,F,2017-02-01 00:00:00,,CA1,0
HD799859,XXX,C01,M,2017-02-01 00:00:00,,CA1,0
HD853800,XXXX,C01,M,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
PL988722,XXX,C03,M,2017-02-01 00:00:00,,CA1,0
AS098763,XXXXX,C01,F,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
TS816344,XXXX,C02,F,2017-02-01 00:00:00,,CA1,0
IK526507,XXX,C03,M,2017-02-01 00:00:00,2018-05-31 00:00:00,CA1,1
IK211207,XXXX,C01,F,2017-02-01 00:00:00,,CA1,0
HI361018,XXX,C02,F,2017-02-01 00:00:00,,CA1,0
OA871608,XXXX,C01,F,2017-02-01 00:00:00,,CA1,0
AS404195,XXX,C01,F,2017-02-01 00:00:00,,CA1,0
OA874597,XXX,C03,M,2017-02-01 00:00:00,,CA1,0
OA270348,XXXXX,C03,M,2017-02-01 00:00:00,2018-08-31 00:00:00,CA1,1
HI752359,XXXX,C01,M,2017-02-01 00:00:00,,CA1,0
TS882329,XXX,C03,M,2017-02-01 00:00:00,,CA1,0
HI736424,XXXXXX,C01,F,2017-02-01 00:00:00,2018-08-31 00:00:00,CA1,1
HD831023,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
OA154669,XXXXX,C01,M,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
HI263548,XXXX,C03,M,2017-02-01 00:00:00,,CA1,0
OA152457,XXXXXX,C01,M,2017-02-01 00:00:00,,CA1,0
AS454149,XXX,C01,F,2017-02-01 00:00:00,,CA1,0
TS807008,XXX,C01,M,2017-02-01 00:00:00,,CA1,0
HD285695,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
HI599892,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
GD173197,XXXXX,C03,F,2017-02-01 00:00:00,,CA1,0
IK250551,XXXXX,C01,M,2017-02-01 00:00:00,,CA1,0
OA816818,XXXX,C01,M,2017-02-01 00:00:00,2018-09-30 00:00:00,CA1,1
HD296847,XXXX,C02,F,2017-02-01 00:00:00,,CA1,0
HD907996,XXXXX,C01,M,2017-02-01 00:00:00,,CA1,0
HD742096,XXXXX,C01,M,2017-02-01 00:00:00,,CA1,0
PL338734,XXXXXX,C01,F,2017-02-01 00:00:00,2018-05-31 00:00:00,CA1,1
IK929378,XXXXX,C02,F,2017-02-01 00:00:00,,CA1,0
PL346258,XXXX,C01,M,2017-02-01 00:00:00,,CA1,0
TS541856,XXXX,C01,F,2017-02-01 00:00:00,,CA1,0
GD216317,XXXX,C01,M,2017-02-01 00:00:00,,CA1,0
AS275753,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
HI521002,XXXX,C01,M,2017-02-01 00:00:00,,CA1,0
AS969133,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
HD788375,XXX,C01,M,2017-02-01 00:00:00,,CA1,0
HD826767,XXX,C01,F,2017-02-01 00:00:00,,CA1,0
IK004670,XXXX,C03,F,2017-02-01 00:00:00,,CA1,0
PL839656,XXXXX,C01,F,2017-02-01 00:00:00,,CA1,0
AS207011,XXXX,C02,F,2017-02-01 00:00:00,,CA1,0
PL522022,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
AS650043,XXX,C02,F,2017-02-01 00:00:00,,CA1,0
HD642174,XXXX,C02,F,2017-02-01 00:00:00,,CA1,0
OA667284,XXX,C01,M,2017-02-01 00:00:00,,CA1,0
HD216701,XXXX,C03,M,2017-02-01 00:00:00,,CA1,0
TS044469,XXXX,C02,F,2017-02-01 00:00:00,,CA1,0
HD210141,XXXXXX,C01,F,2017-02-01 00:00:00,,CA1,0
IK913187,XXXX,C01,F,2017-02-01 00:00:00,,CA1,0
PL659352,XXXXX,C02,F,2017-02-01 00:00:00,,CA1,0
HI628557,XXXX,C01,M,2017-02-01 00:00:00,,CA1,0
GD361244,XXX,C03,M,2017-02-01 00:00:00,,CA1,0
GD691243,XXXX,C02,M,2017-02-01 00:00:00,,CA1,0
HI835158,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
HD200782,XXXXX,C01,M,2017-02-01 00:00:00,,CA1,0
GD631254,XXXXXX,C03,M,2017-02-01 00:00:00,,CA1,0
HI648498,XX,C02,F,2017-02-01 00:00:00,,CA1,0
GD703449,XXX,C01,F,2017-02-01 00:00:00,,CA1,0
GD100850,XXXX,C01,M,2017-02-01 00:00:00,,CA1,0
AS625761,XXXXX,C01,M,2017-03-01 00:00:00,,CA1,0
HD672719,XXXXX,C02,M,2017-03-01 00:00:00,2018-10-31 00:00:00,CA1,1
HI322689,XXXX,C02,F,2017-03-01 00:00:00,,CA1,0
HI607042,XXXXX,C03,F,2017-03-01 00:00:00,2018-09-30 00:00:00,CA1,1
GD390442,XXXXX,C01,M,2017-03-01 00:00:00,2018-10-31 00:00:00,CA1,1
AS321794,XX,C01,M,2017-03-01 00:00:00,2018-12-31 00:00:00,CA1,1
TS716955,XXX,C01,M,2017-03-01 00:00:00,,CA1,0
TS341150,XXXX,C03,F,2017-03-01 00:00:00,,CA1,0
TS922944,XXXXX,C03,M,2017-03-01 00:00:00,,CA1,0
AS158438,XXXXXX,C01,M,2017-03-01 00:00:00,,CA1,0
PL033359,XXXX,C01,M,2017-03-01 00:00:00,2018-04-30 00:00:00,CA1,1
HD722956,XXXX,C01,F,2017-03-01 00:00:00,,CA1,0
TS282078,XXXX,C03,F,2017-03-01 00:00:00,,CA1,0
OA410852,XXXXX,C01,M,2017-03-01 00:00:00,,CA1,0
IK560712,XXXX,C01,F,2017-03-01 00:00:00,,CA1,0
AS186727,XXXXX,C03,M,2017-03-01 00:00:00,,CA1,0
AS448355,XXX,C02,F,2017-03-01 00:00:00,2018-04-30 00:00:00,CA1,1
IK341016,XXX,C01,M,2017-03-01 00:00:00,2018-04-30 00:00:00,CA1,1
PL907890,XXXXXX,C01,F,2017-03-01 00:00:00,,CA1,0
GD106824,XXXX,C01,M,2017-03-01 00:00:00,,CA1,0
AS458614,XXX,C01,F,2017-03-01 00:00:00,,CA1,0
HI852974,XXXX,C02,M,2017-03-01 00:00:00,,CA1,0
GD323300,XXX,C02,F,2017-03-01 00:00:00,,CA1,0
AS071660,XXXXX,C01,F,2017-03-01 00:00:00,,CA1,0
GD311895,XXX,C01,F,2017-03-01 00:00:00,,CA1,0
HD559223,XXXXXX,C01,F,2017-03-01 00:00:00,,CA1,0
AS693220,XXXXX,C03,M,2017-03-01 00:00:00,,CA1,0
TS258685,XXXX,C01,F,2017-03-01 00:00:00,,CA1,0
AS369418,XXXX,C01,F,2017-03-01 00:00:00,,CA1,0
PL049278,XXXXX,C02,M,2017-03-01 00:00:00,,CA1,0
IK510241,XXXXX,C02,F,2017-03-01 00:00:00,,CA1,0
GD025393,XXX,C01,M,2017-03-01 00:00:00,,CA1,0
IK853515,XX,C01,M,2017-03-01 00:00:00,,CA1,0
HD037991,XXX,C02,F,2017-03-01 00:00:00,,CA1,0
TS007439,XXX,C03,M,2017-03-01 00:00:00,,CA1,0
TS416373,XXXX,C01,F,2017-03-01 00:00:00,,CA1,0
TS146087,XXXXX,C01,M,2017-03-01 00:00:00,,CA1,0
AS194595,XXXX,C02,F,2017-03-01 00:00:00,,CA1,0
HI181600,XX,C01,M,2017-03-01 00:00:00,2018-09-30 00:00:00,CA1,1
HI630678,XXXX,C03,M,2017-03-01 00:00:00,,CA1,0
OA963366,XXXXXX,C02,F,2017-03-01 00:00:00,,CA1,0
IK623902,XXXXX,C03,M,2017-03-01 00:00:00,,CA1,0
PL299549,XX,C01,M,2017-03-01 00:00:00,,CA1,0
AS170379,XXXX,C01,M,2017-03-01 00:00:00,,CA1,0
TS454370,XX,C03,M,2017-03-01 00:00:00,2018-09-30 00:00:00,CA1,1
HI739497,XXXXX,C03,F,2017-03-01 00:00:00,2019-02-28 00:00:00,CA1,1
HD307544,XX,C01,M,2017-03-01 00:00:00,,CA1,0
TS532933,XXXX,C01,M,2017-03-01 00:00:00,,CA1,0
PL470792,XXXXX,C01,F,2017-03-01 00:00:00,,CA1,0
PL635475,XXXX,C01,F,2017-03-01 00:00:00,,CA1,0
GD439332,XXXXX,C01,M,2017-03-01 00:00:00,,CA1,0
PL067195,XX,C01,M,2017-03-01 00:00:00,,CA1,0
PL267719,XXXX,C02,F,2017-03-01 00:00:00,,CA1,0
OA501813,XXXX,C03,M,2017-03-01 00:00:00,,CA1,0
HD487976,XXXXX,C02,F,2017-03-01 00:00:00,,CA1,0
HI636571,XXXXXX,C01,F,2017-03-01 00:00:00,,CA1,0
HD403941,XXX,C01,F,2017-03-01 00:00:00,,CA1,0
PL443639,XXXXX,C02,F,2017-03-01 00:00:00,,CA1,0
AS288339,XXXXX,C03,F,2017-03-01 00:00:00,,CA1,0
HD044319,XXXX,C01,F,2017-03-01 00:00:00,2019-01-31 00:00:00,CA1,1
AS123220,XXXXXX,C01,F,2017-03-01 00:00:00,,CA1,0
HI740503,XXXX,C01,M,2017-03-01 00:00:00,,CA1,0
OA512978,XXXX,C02,M,2017-03-01 00:00:00,2019-01-31 00:00:00,CA1,1
OA423141,XX,C02,F,2017-03-01 00:00:00,,CA1,0
IK359438,XXXXX,C03,F,2017-03-01 00:00:00,,CA1,0
TS999231,XXXX,C01,M,2017-03-01 00:00:00,,CA1,0
GD812059,XXXXX,C02,F,2017-03-01 00:00:00,,CA1,0
HI557133,XXXXXX,C01,M,2017-03-01 00:00:00,,CA1,0
OA953933,XXXXX,C01,M,2017-03-01 00:00:00,,CA1,0
HI477055,XXXX,C02,F,2017-03-01 00:00:00,,CA1,0
HI069935,XX,C03,M,2017-03-01 00:00:00,,CA1,0
TS597253,XXX,C01,M,2017-03-01 00:00:00,,CA1,0
PL487696,XXXXX,C01,M,2017-04-01 00:00:00,,CA1,0
IK615890,XXXX,C01,M,2017-04-01 00:00:00,,CA1,0
AS662285,XXXXX,C01,M,2017-04-01 00:00:00,,CA1,0
AS977127,XXX,C03,M,2017-04-01 00:00:00,,CA1,0
OA007004,XXXX,C01,M,2017-04-01 00:00:00,,CA1,0
TS327886,XXXXX,C03,M,2017-04-01 00:00:00,,CA1,0
AS717316,XXXX,C01,M,2017-04-01 00:00:00,2018-05-31 00:00:00,CA1,1
IK912733,XXXX,C02,F,2017-04-01 00:00:00,2018-08-31 00:00:00,CA1,1
GD070247,XX,C01,M,2017-04-01 00:00:00,,CA1,0
IK855636,XXX,C01,F,2017-04-01 00:00:00,,CA1,0
HI557617,XXXX,C01,F,2017-04-01 00:00:00,,CA1,0
IK003033,XX,C01,F,2017-04-01 00:00:00,,CA1,0
PL307270,XXXX,C01,M,2017-04-01 00:00:00,,CA1,0
PL534171,XXXXXX,C02,F,2017-04-01 00:00:00,,CA1,0
HD315748,XXXXX,C01,M,2017-04-01 00:00:00,,CA1,0
TS522889,XXX,C03,M,2017-04-01 00:00:00,,CA1,0
PL512535,XXXXX,C01,M,2017-04-01 00:00:00,,CA1,0
AS190883,XXXXX,C03,M,2017-04-01 00:00:00,,CA1,0
AS303294,XXXX,C03,M,2017-04-01 00:00:00,,CA1,0
AS506797,XXX,C02,F,2017-04-01 00:00:00,,CA1,0
PL894962,XXXX,C01,F,2017-04-01 00:00:00,,CA1,0
HI431223,XXX,C01,F,2017-04-01 00:00:00,,CA1,0
PL971781,XXXX,C02,F,2017-04-01 00:00:00,,CA1,0
OA327486,XXXXX,C03,M,2017-04-01 00:00:00,,CA1,0
TS999855,XXXXXX,C01,F,2017-04-01 00:00:00,,CA1,0
HI717281,XXX,C02,M,2017-04-01 00:00:00,2018-05-31 00:00:00,CA1,1
AS552198,XXX,C01,M,2017-04-01 00:00:00,,CA1,0
OA511050,XX,C01,F,2017-04-01 00:00:00,,CA1,0
HI606562,XXX,C01,F,2017-04-01 00:00:00,,CA1,0
IK271631,XX,C01,M,2017-04-01 00:00:00,,CA1,0
HD753835,XXXXXX,C01,F,2017-04-01 00:00:00,,CA1,0
HI488123,XXXX,C03,M,2017-04-01 00:00:00,,CA1,0
HD253398,XXXX,C03,M,2017-04-01 00:00:00,2018-05-31 00:00:00,CA1,1
GD866704,XX,C03,F,2017-04-01 00:00:00,,CA1,0
IK871961,XXXX,C01,F,2017-04-01 00:00:00,,CA1,0
PL256725,XX,C01,M,2017-04-01 00:00:00,,CA1,0
IK287071,XXXXX,C02,F,2017-04-01 00:00:00,,CA1,0
IK093147,XXX,C01,M,2017-04-01 00:00:00,2018-05-31 00:00:00,CA1,1
TS535917,XXXXXX,C02,F,2017-04-01 00:00:00,,CA1,0
IK166339,XXXX,C01,M,2017-04-01 00:00:00,,CA1,0
AS992593,XXXX,C03,F,2017-04-01 00:00:00,,CA1,0
PL597186,XXXXX,C01,F,2017-04-01 00:00:00,2018-09-30 00:00:00,CA1,1
TS662949,XXXX,C01,M,2017-04-01 00:00:00,,CA1,0
HI238760,XXX,C01,F,2017-04-01 00:00:00,,CA1,0
AS929514,XXXXXX,C01,M,2017-04-01 00:00:00,,CA1,0
HD319220,XXXXX,C03,M,2017-04-01 00:00:00,2019-01-31 00:00:00,CA1,1
HD877359,XXXXX,C03,M,2017-04-01 00:00:00,2019-01-31 00:00:00,CA1,1
PL619936,XXX,C02,F,2017-04-01 00:00:00,2019-01-31 00:00:00,CA1,1
AS175707,XXXX,C02,F,2017-04-01 00:00:00,,CA1,0
AS174345,XXXXXX,C01,M,2017-04-01 00:00:00,2018-12-31 00:00:00,CA1,1
OA047996,XXXX,C02,F,2017-04-01 00:00:00,,CA1,0
HD842881,XXXXX,C01,F,2017-04-01 00:00:00,,CA1,0
AS781999,XXXXX,C02,F,2017-04-01 00:00:00,,CA1,0
HD617077,XXXX,C01,F,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1
PL990383,XXX,C03,F,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1
TS239042,XXX,C03,M,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1
