TRID,TransactionDate,ToFC,FromWH,Quantity
516,2019-02-17 04:47:34,FC00001,WH00002,38
517,2019-02-17 04:49:01,FC00006,WH00004,20
518,2019-02-17 05:40:08,FC00001,WH00002,36
519,2019-02-17 05:45:33,FC00006,WH00006,29
520,2019-02-17 07:34:53,FC00006,WH00004,38
521,2019-02-17 08:47:40,FC00004,WH00003,15
522,2019-02-17 09:25:16,FC00003,WH00002,15
523,2019-02-17 12:15:26,FC00003,WH00001,27
524,2019-02-17 13:37:57,FC00005,WH00005,39
525,2019-02-17 16:20:00,FC00003,WH00003,30
526,2019-02-17 17:16:36,FC00008,WH00006,20
527,2019-02-17 19:50:27,FC00003,WH00003,12
528,2019-02-17 19:53:05,FC00007,WH00005,22
529,2019-02-17 23:20:58,FC00002,WH00001,28
530,2019-02-18 00:29:53,FC00002,WH00003,11
531,2019-02-18 03:07:54,FC00002,WH00003,36
532,2019-02-18 04:36:12,FC00001,WH00002,28
533,2019-02-18 09:59:10,FC00002,WH00001,38
534,2019-02-18 13:15:58,FC00001,WH00003,38
535,2019-02-18 15:08:47,FC00008,WH00005,35
536,2019-02-18 15:45:07,FC00004,WH00003,31
537,2019-02-18 20:45:24,FC00005,WH00006,32
538,2019-02-18 21:06:48,FC00008,WH00004,21
539,2019-02-18 21:42:26,FC00004,WH00003,18
540,2019-02-18 21:50:32,FC00005,WH00004,19
541,2019-02-18 22:03:43,FC00005,WH00005,18
542,2019-02-18 23:25:59,FC00003,WH00003,34
543,2019-02-19 01:31:50,FC00002,WH00003,39
544,2019-02-19 02:02:26,FC00002,WH00001,16
545,2019-02-19 02:34:03,FC00005,WH00005,39
546,2019-02-19 03:54:02,FC00004,WH00002,25
547,2019-02-19 05:19:52,FC00007,WH00005,11
548,2019-02-19 07:58:57,FC00003,WH00003,34
549,2019-02-19 11:14:03,FC00008,WH00006,23
550,2019-02-19 14:17:00,FC00001,WH00002,26
551,2019-02-19 14:24:43,FC00004,WH00002,15
552,2019-02-19 19:20:26,FC00002,WH00001,16
553,2019-02-19 22:58:48,FC00007,WH00004,29
554,2019-02-20 00:24:07,FC00006,WH00005,30
555,2019-02-20 03:05:31,FC00004,WH00001,35
556,2019-02-20 03:49:38,FC00002,WH00002,32
557,2019-02-20 04:17:17,FC00005,WH00005,29
558,2019-02-20 05:13:52,FC00004,WH00001,21
559,2019-02-20 07:30:50,FC00003,WH00001,26
560,2019-02-20 07:43:59,FC00007,WH00004,25
561,2019-02-20 12:28:38,FC00004,WH00002,28
562,2019-02-20 12:41:48,FC00006,WH00005,22
563,2019-02-20 16:21:28,FC00001,WH00003,38
564,2019-02-20 18:22:52,FC00002,WH00003,36
565,2019-02-20 19:02:11,FC00006,WH00005,31
566,2019-02-20 20:04:27,FC00007,WH00004,14
567,2019-02-20 20:18:45,FC00002,WH00002,13
568,2019-02-20 21:15:55,FC00007,WH00006,32
569,2019-02-20 21:23:30,FC00003,WH00002,38
570,2019-02-20 21:43:38,FC00002,WH00002,13
571,2019-02-20 22:19:53,FC00005,WH00005,38
572,2019-02-21 01:20:23,FC00001,WH00001,18
573,2019-02-21 01:40:45,FC00003,WH00001,39
574,2019-02-21 04:12:22,FC00004,WH00001,23
575,2019-02-21 05:32:38,FC00007,WH00006,35
576,2019-02-21 06:41:06,FC00008,WH00006,24
577,2019-02-21 11:22:30,FC00006,WH00006,30
578,2019-02-21 13:31:09,FC00004,WH00002,17
579,2019-02-21 14:04:12,FC00008,WH00005,23
580,2019-02-21 14:40:40,FC00001,WH00003,33
581,2019-02-21 16:08:57,FC00005,WH00005,27
582,2019-02-21 16:37:26,FC00008,WH00004,17
583,2019-02-21 17:50:58,FC00002,WH00003,16
584,2019-02-21 22:31:01,FC00007,WH00005,33
585,2019-02-22 00:08:40,FC00001,WH00003,26
586,2019-02-22 00:21:52,FC00005,WH00005,28
587,2019-02-22 00:43:55,FC00005,WH00005,24
588,2019-02-22 03:39:18,FC00003,WH00001,30
589,2019-02-22 05:08:36,FC00005,WH00005,27
590,2019-02-22 08:20:27,FC00004,WH00001,11
591,2019-02-22 08:55:22,FC00002,WH00002,35
592,2019-02-22 11:05:10,FC00004,WH00001,28
593,2019-02-22 19:57:50,FC00007,WH00004,15
594,2019-02-22 19:59:16,FC00005,WH00004,31
595,2019-02-23 01:37:34,FC00006,WH00006,28
596,2019-02-23 02:25:12,FC00005,WH00006,38
597,2019-02-23 06:49:15,FC00002,WH00003,37
598,2019-02-23 07:14:33,FC00005,WH00005,38
599,2019-02-23 10:22:31,FC00004,WH00003,23
600,2019-02-23 13:04:55,FC00001,WH00001,24
601,2019-02-23 13:49:55,FC00008,WH00005,10
602,2019-02-23 14:09:29,FC00007,WH00004,32
603,2019-02-23 14:10:09,FC00002,WH00003,16
604,2019-02-23 15:35:25,FC00003,WH00001,28
605,2019-02-23 16:08:32,FC00006,WH00005,19
606,2019-02-23 17:31:18,FC00003,WH00003,17
607,2019-02-23 20:28:44,FC00007,WH00005,38
608,2019-02-24 02:31:04,FC00003,WH00003,16
609,2019-02-24 03:17:01,FC00002,WH00001,26
610,2019-02-24 05:58:47,FC00004,WH00002,37
611,2019-02-24 06:23:57,FC00001,WH00003,28
612,2019-02-24 08:37:32,FC00005,WH00005,37
613,2019-02-24 09:35:35,FC00001,WH00003,34
614,2019-02-24 11:46:54,FC00001,WH00002,34
615,2019-02-24 12:33:32,FC00002,WH00002,33
616,2019-02-24 12:56:07,FC00002,WH00003,26
617,2019-02-24 13:45:06,FC00002,WH00002,12
618,2019-02-24 14:55:04,FC00005,WH00006,11
619,2019-02-24 15:26:15,FC00004,WH00001,35
620,2019-02-24 18:22:52,FC00005,WH00004,19
621,2019-02-25 01:07:44,FC00006,WH00005,27
622,2019-02-25 01:41:31,FC00003,WH00003,13
623,2019-02-25 03:08:01,FC00002,WH00001,19
624,2019-02-25 03:08:49,FC00005,WH00004,23
625,2019-02-25 04:54:20,FC00005,WH00004,23
626,2019-02-25 05:53:53,FC00001,WH00002,24
627,2019-02-25 08:34:26,FC00002,WH00003,22
628,2019-02-25 09:10:13,FC00006,WH00004,26
629,2019-02-25 09:46:05,FC00004,WH00002,38
630,2019-02-25 11:39:08,FC00001,WH00003,28
631,2019-02-25 13:50:13,FC00003,WH00003,36
632,2019-02-25 16:14:27,FC00006,WH00004,22
633,2019-02-25 16:18:31,FC00007,WH00004,14
634,2019-02-25 23:05:15,FC00007,WH00004,22
635,2019-02-26 00:14:39,FC00003,WH00001,25
636,2019-02-26 02:53:26,FC00008,WH00004,35
637,2019-02-26 05:08:53,FC00002,WH00003,34
638,2019-02-26 09:59:05,FC00005,WH00006,21
639,2019-02-26 17:50:28,FC00007,WH00004,28
640,2019-02-26 19:35:01,FC00001,WH00003,26
641,2019-02-26 19:55:32,FC00001,WH00003,36
642,2019-02-26 23:27:41,FC00002,WH00003,30
643,2019-02-27 08:14:48,FC00002,WH00003,21
644,2019-02-27 09:58:39,FC00004,WH00003,27
645,2019-02-27 10:41:34,FC00001,WH00003,37
646,2019-02-27 10:52:49,FC00005,WH00005,26
647,2019-02-27 13:30:50,FC00001,WH00001,14
648,2019-02-27 17:14:05,FC00007,WH00004,23
649,2019-02-27 19:16:15,FC00004,WH00002,21
650,2019-02-27 19:59:03,FC00004,WH00002,34
651,2019-02-27 21:17:16,FC00007,WH00005,22
652,2019-03-01 02:41:56,FC00001,WH00003,29
653,2019-03-01 06:09:29,FC00002,WH00003,33
654,2019-03-01 11:33:26,FC00002,WH00003,25
655,2019-03-01 12:08:05,FC00007,WH00006,22
656,2019-03-01 18:34:58,FC00004,WH00002,26
657,2019-03-01 19:00:59,FC00003,WH00001,29
658,2019-03-01 20:35:49,FC00002,WH00001,11
659,2019-03-01 23:05:00,FC00008,WH00004,21
660,2019-03-02 02:56:27,FC00001,WH00003,19
661,2019-03-02 03:09:06,FC00001,WH00002,35
662,2019-03-02 04:13:45,FC00005,WH00005,22
663,2019-03-02 05:15:32,FC00008,WH00005,33
664,2019-03-02 07:18:01,FC00004,WH00001,21
665,2019-03-02 10:54:21,FC00003,WH00003,11
666,2019-03-02 13:26:46,FC00001,WH00003,34
667,2019-03-02 13:34:53,FC00007,WH00005,38
668,2019-03-02 18:51:47,FC00007,WH00004,36
669,2019-03-02 23:28:14,FC00001,WH00003,32
670,2019-03-03 02:17:57,FC00008,WH00006,32
671,2019-03-03 02:38:21,FC00007,WH00005,34
672,2019-03-03 06:31:10,FC00002,WH00002,38
673,2019-03-03 09:07:33,FC00007,WH00006,16
674,2019-03-03 14:03:23,FC00006,WH00004,39
675,2019-03-03 15:40:03,FC00004,WH00002,11
676,2019-03-03 17:01:43,FC00007,WH00004,30
677,2019-03-03 19:43:40,FC00007,WH00006,15
678,2019-03-03 22:48:23,FC00004,WH00001,27
679,2019-03-03 22:54:03,FC00008,WH00005,15
680,2019-03-03 23:23:29,FC00006,WH00005,16
681,2019-03-04 00:51:50,FC00004,WH00002,24
682,2019-03-04 06:25:58,FC00002,WH00001,11
683,2019-03-04 06:55:15,FC00002,WH00002,16
684,2019-03-04 16:24:33,FC00007,WH00004,29
685,2019-03-04 16:49:19,FC00008,WH00006,35
686,2019-03-04 20:58:28,FC00001,WH00002,14
687,2019-03-04 22:57:11,FC00005,WH00005,34
688,2019-03-05 04:07:22,FC00004,WH00001,12
689,2019-03-05 06:39:40,FC00003,WH00001,36
690,2019-03-05 10:25:12,FC00005,WH00004,26
691,2019-03-05 14:25:57,FC00004,WH00001,15
692,2019-03-05 14:54:19,FC00003,WH00001,12
693,2019-03-05 15:46:53,FC00001,WH00002,28
694,2019-03-06 00:49:54,FC00003,WH00003,10
695,2019-03-06 03:55:53,FC00001,WH00003,27
696,2019-03-06 05:39:02,FC00006,WH00005,17
697,2019-03-06 09:20:00,FC00002,WH00003,37
698,2019-03-06 13:02:14,FC00001,WH00002,28
699,2019-03-06 13:08:20,FC00004,WH00001,28
700,2019-03-06 13:16:17,FC00001,WH00002,27
701,2019-03-06 17:38:04,FC00006,WH00005,39
702,2019-03-06 19:40:08,FC00001,WH00003,14
703,2019-03-06 22:51:28,FC00003,WH00002,23
704,2019-03-07 02:38:19,FC00001,WH00003,16
705,2019-03-07 03:35:42,FC00003,WH00002,27
706,2019-03-07 03:55:14,FC00005,WH00006,16
707,2019-03-07 05:16:44,FC00001,WH00001,26
708,2019-03-07 11:15:39,FC00007,WH00005,34
709,2019-03-07 13:15:26,FC00006,WH00005,30
710,2019-03-07 13:37:01,FC00007,WH00004,37
711,2019-03-07 14:36:17,FC00004,WH00003,24
712,2019-03-07 16:16:36,FC00001,WH00002,12
713,2019-03-07 17:00:42,FC00004,WH00002,14
714,2019-03-07 17:32:11,FC00005,WH00005,39
715,2019-03-07 19:22:39,FC00007,WH00005,26
716,2019-03-08 04:03:26,FC00006,WH00004,28
717,2019-03-08 05:10:47,FC00006,WH00005,31
718,2019-03-08 10:04:47,FC00007,WH00004,32
719,2019-03-08 10:36:21,FC00007,WH00004,10
720,2019-03-08 11:43:37,FC00006,WH00006,23
721,2019-03-08 12:45:45,FC00001,WH00002,18
722,2019-03-08 12:51:28,FC00002,WH00002,10
723,2019-03-08 13:19:01,FC00006,WH00004,36
724,2019-03-08 19:23:03,FC00007,WH00006,26
725,2019-03-08 19:48:11,FC00004,WH00003,35
726,2019-03-08 21:30:29,FC00004,WH00001,15
727,2019-03-08 23:13:50,FC00008,WH00006,16
728,2019-03-09 02:07:13,FC00007,WH00005,13
729,2019-03-09 02:16:14,FC00006,WH00006,33
730,2019-03-09 07:01:27,FC00001,WH00003,22
731,2019-03-09 09:10:24,FC00004,WH00003,34
732,2019-03-09 10:34:36,FC00003,WH00002,20
733,2019-03-09 12:31:32,FC00004,WH00002,19
734,2019-03-09 14:43:44,FC00007,WH00004,18
735,2019-03-09 17:24:41,FC00006,WH00005,23
736,2019-03-09 18:27:50,FC00006,WH00005,34
737,2019-03-09 20:12:06,FC00001,WH00002,20
738,2019-03-09 20:42:23,FC00008,WH00004,24
739,2019-03-10 00:15:09,FC00008,WH00005,17
740,2019-03-10 00:45:17,FC00001,WH00001,10
741,2019-03-10 03:22:27,FC00001,WH00001,39
742,2019-03-10 04:57:52,FC00002,WH00002,14
743,2019-03-10 05:24:25,FC00004,WH00001,30
744,2019-03-10 07:54:01,FC00002,WH00003,30
745,2019-03-10 08:13:10,FC00007,WH00006,12
746,2019-03-10 08:52:38,FC00002,WH00002,16
747,2019-03-10 09:08:08,FC00006,WH00005,22
748,2019-03-10 09:08:11,FC00003,WH00001,15
749,2019-03-10 09:28:47,FC00008,WH00006,37
750,2019-03-10 13:57:47,FC00001,WH00003,22
751,2019-03-10 13:58:45,FC00002,WH00001,27
752,2019-03-10 16:06:56,FC00006,WH00006,25
753,2019-03-10 16:22:16,FC00005,WH00006,30
754,2019-03-10 19:30:06,FC00003,WH00003,30
755,2019-03-11 03:43:43,FC00005,WH00004,16
756,2019-03-11 04:45:06,FC00006,WH00005,39
757,2019-03-11 11:35:34,FC00004,WH00001,18
758,2019-03-11 18:55:35,FC00002,WH00002,38
759,2019-03-12 00:58:00,FC00007,WH00005,13
760,2019-03-12 02:55:36,FC00001,WH00003,29
761,2019-03-12 03:57:09,FC00005,WH00005,19
762,2019-03-12 05:40:53,FC00005,WH00004,34
763,2019-03-12 07:30:35,FC00007,WH00005,18
764,2019-03-12 10:27:56,FC00005,WH00004,38
765,2019-03-12 11:14:16,FC00008,WH00006,12
766,2019-03-12 12:47:52,FC00007,WH00006,12
767,2019-03-12 13:57:54,FC00007,WH00004,14
768,2019-03-12 15:50:37,FC00007,WH00006,35
769,2019-03-12 15:51:32,FC00007,WH00004,20
770,2019-03-12 21:09:39,FC00001,WH00001,37
771,2019-03-12 21:42:19,FC00002,WH00003,17
772,2019-03-12 22:52:43,FC00002,WH00001,27
773,2019-03-12 23:30:12,FC00008,WH00006,36
774,2019-03-12 23:42:57,FC00001,WH00003,26
775,2019-03-13 01:32:35,FC00006,WH00005,28
776,2019-03-13 02:24:25,FC00002,WH00001,18
777,2019-03-13 02:47:33,FC00007,WH00006,34
778,2019-03-13 10:31:44,FC00008,WH00006,32
779,2019-03-13 19:42:21,FC00006,WH00006,32
780,2019-03-13 20:15:21,FC00005,WH00005,30
781,2019-03-14 00:50:33,FC00008,WH00006,23
782,2019-03-14 05:34:15,FC00003,WH00003,20
783,2019-03-14 06:58:20,FC00007,WH00005,11
784,2019-03-14 10:02:23,FC00002,WH00002,14
785,2019-03-14 13:14:16,FC00002,WH00001,23
786,2019-03-14 14:23:49,FC00002,WH00002,35
787,2019-03-14 17:55:23,FC00007,WH00004,10
788,2019-03-14 21:36:41,FC00002,WH00001,17
789,2019-03-14 22:53:34,FC00007,WH00004,35
790,2019-03-15 03:50:02,FC00006,WH00006,30
791,2019-03-15 04:23:28,FC00003,WH00002,28
792,2019-03-15 04:24:26,FC00004,WH00003,25
793,2019-03-15 06:52:23,FC00001,WH00001,24
794,2019-03-15 07:02:32,FC00001,WH00003,18
795,2019-03-15 10:20:56,FC00008,WH00006,34
796,2019-03-15 15:00:24,FC00001,WH00001,24
797,2019-03-15 16:51:19,FC00004,WH00003,16
798,2019-03-15 18:34:16,FC00004,WH00001,19
799,2019-03-15 20:07:00,FC00006,WH00005,32
800,2019-03-15 20:39:27,FC00003,WH00001,33
801,2019-03-15 23:53:07,FC00002,WH00002,38
802,2019-03-15 23:57:57,FC00003,WH00003,26
803,2019-03-16 00:32:21,FC00003,WH00001,18
804,2019-03-16 06:51:18,FC00003,WH00001,27
805,2019-03-16 07:46:32,FC00006,WH00004,36
806,2019-03-16 09:08:17,FC00001,WH00001,18
807,2019-03-16 10:37:35,FC00006,WH00005,11
808,2019-03-16 13:53:56,FC00004,WH00003,15
809,2019-03-16 14:17:47,FC00007,WH00006,37
810,2019-03-16 14:21:24,FC00004,WH00001,35
811,2019-03-16 14:39:43,FC00004,WH00001,28
812,2019-03-16 16:34:10,FC00007,WH00004,22
813,2019-03-16 18:11:40,FC00004,WH00002,39
814,2019-03-16 19:45:12,FC00003,WH00003,37
815,2019-03-16 21:20:52,FC00004,WH00003,13
816,2019-03-17 00:06:28,FC00003,WH00001,32
817,2019-03-17 01:35:47,FC00003,WH00002,22
818,2019-03-17 05:39:06,FC00005,WH00004,12
819,2019-03-17 06:44:06,FC00006,WH00006,24
820,2019-03-17 08:32:13,FC00006,WH00005,26
821,2019-03-17 13:08:58,FC00005,WH00004,12
822,2019-03-17 13:29:30,FC00001,WH00001,22
823,2019-03-17 17:09:02,FC00003,WH00002,32
824,2019-03-17 19:14:03,FC00007,WH00004,10
825,2019-03-17 19:27:00,FC00004,WH00003,10
826,2019-03-17 19:41:40,FC00003,WH00003,10
827,2019-03-17 23:52:34,FC00001,WH00001,23
828,2019-03-18 00:25:56,FC00006,WH00006,26
829,2019-03-18 02:35:14,FC00006,WH00004,32
830,2019-03-18 03:02:16,FC00001,WH00002,27
831,2019-03-18 04:02:21,FC00007,WH00004,38
832,2019-03-18 04:18:51,FC00008,WH00004,18
833,2019-03-18 05:23:43,FC00008,WH00006,22
834,2019-03-18 06:58:20,FC00004,WH00003,15
835,2019-03-18 09:43:10,FC00006,WH00006,30
836,2019-03-18 11:38:34,FC00001,WH00001,14
837,2019-03-18 12:06:15,FC00008,WH00006,26
838,2019-03-18 13:33:50,FC00006,WH00006,31
839,2019-03-18 14:10:59,FC00002,WH00001,32
840,2019-03-18 17:52:53,FC00005,WH00004,20
841,2019-03-18 19:24:17,FC00002,WH00003,26
842,2019-03-18 21:12:24,FC00002,WH00002,30
843,2019-03-18 21:20:16,FC00007,WH00005,12
844,2019-03-19 00:12:58,FC00004,WH00003,32
845,2019-03-19 01:28:17,FC00004,WH00001,38
846,2019-03-19 02:18:09,FC00004,WH00002,19
847,2019-03-19 03:19:04,FC00006,WH00005,26
848,2019-03-19 07:39:42,FC00006,WH00004,25
849,2019-03-19 11:49:46,FC00002,WH00003,20
850,2019-03-19 16:20:54,FC00006,WH00004,35
851,2019-03-19 17:27:40,FC00007,WH00005,13
852,2019-03-19 21:01:52,FC00007,WH00004,39
853,2019-03-19 22:58:15,FC00007,WH00006,10
854,2019-03-20 03:47:48,FC00001,WH00001,32
855,2019-03-20 04:41:30,FC00001,WH00003,18
856,2019-03-20 05:28:11,FC00001,WH00001,22
857,2019-03-20 05:36:33,FC00003,WH00002,31
858,2019-03-20 09:21:34,FC00002,WH00001,25
859,2019-03-20 09:59:38,FC00002,WH00002,36
860,2019-03-20 14:13:09,FC00004,WH00003,11
861,2019-03-20 23:43:06,FC00002,WH00003,38
862,2019-03-21 01:47:09,FC00002,WH00003,13
863,2019-03-21 03:12:20,FC00002,WH00003,25
864,2019-03-21 04:47:17,FC00005,WH00006,24
865,2019-03-21 07:10:43,FC00004,WH00003,28
866,2019-03-21 08:22:23,FC00001,WH00003,13
867,2019-03-21 13:07:36,FC00004,WH00001,26
868,2019-03-21 14:56:41,FC00005,WH00005,26
869,2019-03-21 15:34:29,FC00002,WH00003,29
870,2019-03-21 19:22:11,FC00003,WH00003,11
871,2019-03-21 20:45:52,FC00008,WH00005,32
872,2019-03-21 21:02:07,FC00007,WH00004,31
873,2019-03-22 03:51:19,FC00007,WH00006,22
874,2019-03-22 05:19:19,FC00001,WH00003,14
875,2019-03-22 06:39:25,FC00002,WH00002,19
876,2019-03-22 09:57:20,FC00006,WH00005,12
877,2019-03-22 11:57:25,FC00001,WH00001,10
878,2019-03-22 13:03:35,FC00006,WH00005,11
879,2019-03-22 13:20:18,FC00005,WH00006,28
880,2019-03-22 14:05:59,FC00005,WH00006,13
881,2019-03-22 15:07:34,FC00007,WH00006,34
882,2019-03-22 15:23:08,FC00004,WH00003,25
883,2019-03-22 15:30:09,FC00002,WH00003,20
884,2019-03-22 22:37:36,FC00002,WH00002,16
885,2019-03-22 23:54:55,FC00001,WH00002,21
886,2019-03-23 00:07:49,FC00004,WH00001,12
887,2019-03-23 06:26:28,FC00001,WH00003,32
888,2019-03-23 07:10:27,FC00004,WH00002,30
889,2019-03-23 08:36:33,FC00004,WH00002,36
890,2019-03-23 13:38:50,FC00003,WH00002,10
891,2019-03-23 14:24:28,FC00004,WH00003,24
892,2019-03-23 14:31:01,FC00004,WH00001,35
893,2019-03-23 18:31:54,FC00004,WH00002,18
894,2019-03-23 19:28:49,FC00005,WH00005,37
895,2019-03-23 19:33:14,FC00006,WH00006,29
896,2019-03-23 20:15:59,FC00003,WH00003,22
897,2019-03-24 00:11:57,FC00007,WH00006,16
898,2019-03-24 00:12:54,FC00003,WH00001,34
899,2019-03-24 02:53:01,FC00006,WH00004,28
900,2019-03-24 06:34:38,FC00007,WH00004,23
901,2019-03-24 11:55:55,FC00005,WH00004,20
902,2019-03-24 15:41:14,FC00003,WH00003,32
903,2019-03-24 16:44:19,FC00005,WH00006,11
904,2019-03-24 18:32:11,FC00005,WH00005,35
905,2019-03-24 18:51:22,FC00003,WH00003,16
906,2019-03-24 19:17:27,FC00003,WH00001,10
907,2019-03-24 19:33:00,FC00001,WH00001,28
908,2019-03-24 20:43:35,FC00005,WH00005,32
909,2019-03-24 20:59:06,FC00007,WH00004,10
910,2019-03-24 22:00:05,FC00005,WH00006,21
911,2019-03-25 02:04:53,FC00003,WH00001,18
912,2019-03-25 02:42:45,FC00004,WH00002,10
913,2019-03-25 07:54:46,FC00006,WH00005,12
914,2019-03-25 09:44:29,FC00004,WH00002,39
915,2019-03-25 10:56:15,FC00008,WH00005,19
916,2019-03-25 11:28:01,FC00001,WH00003,19
917,2019-03-25 12:28:50,FC00005,WH00006,31
918,2019-03-25 15:10:37,FC00006,WH00004,33
919,2019-03-25 19:39:59,FC00003,WH00003,19
920,2019-03-25 23:15:52,FC00006,WH00006,26
921,2019-03-26 00:36:34,FC00004,WH00002,24
922,2019-03-26 05:09:17,FC00003,WH00003,37
923,2019-03-26 08:31:40,FC00008,WH00004,17
924,2019-03-26 09:04:04,FC00006,WH00005,26
925,2019-03-26 12:07:21,FC00003,WH00002,23
926,2019-03-26 13:15:43,FC00007,WH00004,11
927,2019-03-26 13:51:34,FC00002,WH00003,37
928,2019-03-26 14:54:42,FC00006,WH00005,28
929,2019-03-26 16:17:40,FC00008,WH00005,18
930,2019-03-26 16:18:11,FC00008,WH00006,34
931,2019-03-26 18:38:27,FC00004,WH00002,24
932,2019-03-26 23:09:08,FC00002,WH00002,19
933,2019-03-27 00:52:20,FC00003,WH00001,13
934,2019-03-27 02:07:37,FC00001,WH00002,23
935,2019-03-27 02:22:48,FC00001,WH00001,24
936,2019-03-27 02:56:45,FC00007,WH00006,11
937,2019-03-27 03:10:17,FC00008,WH00006,16
938,2019-03-27 05:12:40,FC00004,WH00001,39
939,2019-03-27 05:17:51,FC00008,WH00004,32
940,2019-03-27 06:11:24,FC00005,WH00005,34
941,2019-03-27 08:50:23,FC00003,WH00003,14
942,2019-03-27 10:57:57,FC00007,WH00006,10
943,2019-03-27 23:41:58,FC00008,WH00004,27
944,2019-03-28 00:11:47,FC00007,WH00005,34
945,2019-03-28 00:45:18,FC00007,WH00006,22
946,2019-03-28 03:32:42,FC00003,WH00003,25
947,2019-03-28 04:50:24,FC00006,WH00005,10
948,2019-03-28 07:59:30,FC00005,WH00005,29
949,2019-03-28 09:10:12,FC00001,WH00003,18
950,2019-03-28 15:18:11,FC00003,WH00002,31
951,2019-03-28 15:42:28,FC00005,WH00004,29
952,2019-03-28 18:01:09,FC00002,WH00002,35
953,2019-03-28 18:21:41,FC00007,WH00006,10
954,2019-03-28 18:26:45,FC00006,WH00006,34
955,2019-03-28 19:17:03,FC00008,WH00005,30
956,2019-03-28 23:44:41,FC00004,WH00001,15
957,2019-03-28 23:48:46,FC00006,WH00005,15
958,2019-03-29 00:04:00,FC00007,WH00006,21
959,2019-03-29 07:13:18,FC00002,WH00002,36
960,2019-03-29 08:04:30,FC00001,WH00001,26
961,2019-03-29 09:30:23,FC00004,WH00003,19
962,2019-03-29 10:44:01,FC00005,WH00004,20
963,2019-03-29 11:44:21,FC00008,WH00005,17
964,2019-03-29 14:03:40,FC00002,WH00001,10
965,2019-03-29 19:14:57,FC00005,WH00004,15
966,2019-03-29 19:43:52,FC00005,WH00005,35
967,2019-03-29 21:19:47,FC00007,WH00004,20
968,2019-03-30 07:14:10,FC00002,WH00003,18
969,2019-03-30 07:52:21,FC00005,WH00004,29
970,2019-03-30 08:02:12,FC00008,WH00006,36
971,2019-03-30 09:49:03,FC00004,WH00002,36
972,2019-03-30 12:01:21,FC00006,WH00006,38
973,2019-03-30 12:58:27,FC00006,WH00005,34
974,2019-03-30 14:10:31,FC00005,WH00004,22
975,2019-03-30 15:09:15,FC00004,WH00001,30
976,2019-03-30 16:27:24,FC00007,WH00006,36
977,2019-03-30 19:40:31,FC00008,WH00005,26
978,2019-03-30 21:24:09,FC00005,WH00005,28
979,2019-03-31 02:27:53,FC00003,WH00001,25
980,2019-03-31 04:29:18,FC00008,WH00005,39
981,2019-03-31 06:29:43,FC00001,WH00001,27
982,2019-03-31 11:14:07,FC00002,WH00001,25
983,2019-03-31 16:04:27,FC00006,WH00006,13
984,2019-03-31 18:52:33,FC00001,WH00001,31
985,2019-04-01 00:17:39,FC00006,WH00005,35
986,2019-04-01 01:23:02,FC00002,WH00002,32
987,2019-04-01 01:47:25,FC00006,WH00006,16
988,2019-04-01 02:18:18,FC00007,WH00005,34
989,2019-04-01 03:14:28,FC00002,WH00003,26
990,2019-04-01 09:44:23,FC00004,WH00002,29
991,2019-04-01 11:09:43,FC00005,WH00004,24
992,2019-04-01 13:35:08,FC00007,WH00006,23
993,2019-04-01 17:10:19,FC00003,WH00001,26
994,2019-04-01 17:46:07,FC00005,WH00004,22
995,2019-04-01 21:38:02,FC00004,WH00001,12
996,2019-04-02 00:19:04,FC00001,WH00003,14
997,2019-04-02 05:10:57,FC00001,WH00001,35
998,2019-04-02 05:20:07,FC00002,WH00002,14
999,2019-04-02 05:39:05,FC00006,WH00004,13
1000,2019-04-02 07:07:17,FC00001,WH00001,21
1001,2019-04-02 10:20:09,FC00002,WH00001,36
1002,2019-04-02 11:20:57,FC00003,WH00003,17
1003,2019-04-02 12:15:09,FC00003,WH00002,30
1004,2019-04-02 15:26:04,FC00001,WH00002,15
1005,2019-04-02 15:35:19,FC00006,WH00004,32
1006,2019-04-02 18:12:53,FC00008,WH00004,29
1007,2019-04-02 19:31:49,FC00003,WH00002,31
1008,2019-04-03 00:43:50,FC00003,WH00002,20
1009,2019-04-03 02:49:56,FC00005,WH00006,39
1010,2019-04-03 03:24:28,FC00008,WH00005,17
1011,2019-04-03 06:45:12,FC00006,WH00005,36
1012,2019-04-03 10:47:56,FC00005,WH00005,36
1013,2019-04-03 16:19:46,FC00007,WH00006,14
1014,2019-04-03 23:05:41,FC00008,WH00005,35
1015,2019-04-03 23:12:07,FC00008,WH00005,36
1016,2019-04-04 01:44:44,FC00004,WH00001,21
1017,2019-04-04 04:12:46,FC00003,WH00001,37
1018,2019-04-04 08:03:23,FC00006,WH00005,35
1019,2019-04-04 10:05:38,FC00007,WH00006,32
1020,2019-04-04 12:50:12,FC00003,WH00002,17
1021,2019-04-04 15:02:25,FC00007,WH00006,30
1022,2019-04-04 18:35:28,FC00006,WH00004,30
1023,2019-04-04 22:41:15,FC00007,WH00006,36
1024,2019-04-05 00:03:45,FC00003,WH00001,35
1025,2019-04-05 00:37:41,FC00002,WH00001,34
1026,2019-04-05 00:59:43,FC00003,WH00002,20
1027,2019-04-05 02:38:22,FC00007,WH00005,21
1028,2019-04-05 03:54:58,FC00005,WH00004,18
1029,2019-04-05 03:56:18,FC00003,WH00001,34
1030,2019-04-05 04:08:11,FC00002,WH00002,27
1031,2019-04-05 06:11:30,FC00006,WH00006,37
